term;definition;source
Grupo de los Estados de África;"Uno de los cinco ""grupos regionales"" oficiosos de países miembros de las Naciones Unidas que se tienen en cuenta, entre otras cosas, para la distribución de los puestos de miembros no permanentes del Consejo de Seguridad, de las comisiones de la Asamblea General y de diversos órganos subsidiarios de las Naciones Unidas.";"- Naciones Unidas, UNTERM (base terminológica), voz ""grupo regional"" <a href=""http://unterm.un.org/dgaacs/unterm.nsf/8fa942046ff7601c85256983007ca4d8/9f104af7acff4f9b8525738a005eb60e?OpenDocument"" target=""_blank"">http://unterm.un.org/dgaacs/unterm.nsf/8fa942046ff7601c85256983007ca4d8/9f104af7acff4f9b8525738a005eb60e?OpenDocument</a> ;<br>- Naciones Unidas, UNTERM (base terminológica), voz ""Estados de África"" <a href=""http://unterm.un.org/dgaacs/unterm.nsf/8fa942046ff7601c85256983007ca4d8/b70f23c682cd4504852569fa0000539f?OpenDocument"" target=""_blank"">http://unterm.un.org/dgaacs/unterm.nsf/8fa942046ff7601c85256983007ca4d8/b70f23c682cd4504852569fa0000539f?OpenDocument</a><br>- Naciones Unidas: Reglamento de la Asamblea General, artículos 142 y 145, notas a pie de página 67 y 71 <a href=""http://www.un.org/es/comun/docs/?symbol=A/520/rev.17"" target=""_blank"">http://www.un.org/es/comun/docs/?symbol=A/520/rev.17</a><br>- Asamblea General: Resoluciones 1991 (XVIII) <a href=""http://www.un.org/spanish/documents/ga/res/18/ares18.htm"" target=""_blank"">http://www.un.org/spanish/documents/ga/res/18/ares18.htm</a> y 2847 (XXVI) <a href=""http://www.un.org/spanish/documents/ga/res/26/ares26.htm"" target=""_blank"">http://www.un.org/spanish/documents/ga/res/26/ares26.htm</a><br>- Naciones Unidas, Consejo de Seguridad: Informe amplio del estado de la aplicación de la resolución 1540 (2004) <a href=""http://www.un.org/es/sc/1540/comprehensive-review/pdf/CRpaper(Element%20C).pdf"" target=""_blank"">http://www.un.org/es/sc/1540/comprehensive-review/pdf/CRpaper(Element%20C).pdf</a><br>- Naciones Unidas, Consejo de Seguridad: Informe amplio del estado de la aplicación de la resolución 1540 (2004)"
Comisión Económica para África de las Naciones Unidas;"Una de las cinco comisiones económicas regionales del Consejo Económico y Social <a href=""/entry/result/784342/all"" id=""ENTRY_TO_ENTRY_CONVERTER"" target=""_blank"">IATE:784342</a> de las Naciones Unidas, creada por éste mediante su Resolución 671A(XXV) de 1958.<br>Engloba a 54 países africanos con el fin de impulsar su desarrollo económico y social, fomentar la integración regional y promover la cooperación internacional.";"Sitio Internet de la Comisión Económica para África (en inglés) <a href=""http://www.uneca.org/pages/overview"" target=""_blank"">http://www.uneca.org/pages/overview</a><br>Naciones Unidas, UNTERM (base terminológica) <a href=""http://unterm.un.org/DGAACS/unterm.nsf/WebView/6F392E19E715CCEC852569FA00003C67?OpenDocument"" target=""_blank"">http://unterm.un.org/DGAACS/unterm.nsf/WebView/6F392E19E715CCEC852569FA00003C67?OpenDocument</a>"
CEPA;Una de las cinco comisiones económicas regionales del Consejo Económico y Social  de las Naciones Unidas, creada por éste mediante su Resolución 671A(XXV) de 1958.Engloba a 54 países africanos con el fin de impulsar su desarrollo económico y social, fomentar la integración regional y promover la cooperación internacional.;Sitio Internet de la Comisión Económica para África (en inglés) http://www.uneca.org/pages/overview Naciones Unidas, UNTERM (base terminológica) http://unterm.un.org/DGAACS/unterm.nsf/WebView/6F392E19E715CCEC852569FA00003C67?OpenDocument
Consejo Nacional de los Serbios de Kosovo;Creado por los representantes serbios (Obispo Artemije y Sr. Trajkovic) que abandonaron el Consejo de Transición de Kosovo (véase ficha A323561). Aunque criticó a la KFOR y a la UNMIK, se comprometió a seguir colaborando con las fuerzas internacionales presentes en Kosovo.;---
Segunda Comisión;"Una de las seis comisiones principales <a href=""/entry/result/858092/all"" id=""ENTRY_TO_ENTRY_CONVERTER"" target=""_blank"">IATE:858092</a> de la Asamblea General de las Naciones Unidas <a href=""/entry/result/791491/all"" id=""ENTRY_TO_ENTRY_CONVERTER"" target=""_blank"">IATE:791491</a> .";"Consejo-ES; véase la sede electrónica de esta Comisión: <a href=""http://www.un.org/es/ga/second/"" target=""_blank"">http://www.un.org/es/ga/second/</a>"
Voluntarios de la ONU;"Organización de las Naciones Unidas encargada de fomentar el desarrollo humano a escala mundial mediante la promoción del voluntariado, incluyendo la movilización internacional de voluntarios.<br>Depende del Programa de las Naciones Unidas para el Desarrollo <a href=""/entry/result/791192/all"" id=""ENTRY_TO_ENTRY_CONVERTER"" target=""_blank"">IATE:791192</a> .";"Voluntarios de las Naciones Unidas [VNU], nota descriptiva <a href=""http://www.unv.org/fileadmin/docdb/pdf/2007/FS_programme_sp_dec.pdf"" target=""_blank"">http://www.unv.org/fileadmin/docdb/pdf/2007/FS_programme_sp_dec.pdf</a><br>Naciones Unidas, Asamblea General: Resolución 2659 (XXV) [7-12-1970] <a href=""http://www.un.org/spanish/documents/ga/res/25/ares25.htm"" target=""_blank"">http://www.un.org/spanish/documents/ga/res/25/ares25.htm</a>"
Operación de las Naciones Unidas en Côte d’Ivoire;Misión con componentes civil, judicial, penitenciario, militar y policial, cuyo mandato incluye, en coordinación con las fuerzas francesas autorizadas, tareas de vigilancia de la cesación del fuego y de los movimientos de grupos armados, de desarme, desmovilización, reinserción, repatriación y reasentamiento, de protección del personal de las Naciones Unidas, de las instituciones y de la población civil, de apoyo a la asistencia humanitaria y al proceso de paz, de asistencia en materia de derechos humanos, de información pública y de orden público.;"Resolución 1528 (2004) del Consejo de Seguridad de las Naciones Unidas <a href=""http://www.un.org/spanish/docs/sc04/scrl04.htm"" target=""_blank"">http://www.un.org/spanish/docs/sc04/scrl04.htm</a>"
llamamiento unificado;Proceso para la obtención de fondos y la planificación y ejecución de respuestas por parte de un grupo ante situaciones difíciles.;"PE-TermCoord, basado en:<br>European Commission, La Comisión Europea y las Naciones Unidas hacen un llamamiento a la solidaridad mundial para responder al aumento de las necesidades de ayuda humanitaria <a href=""http://europa.eu/rapid/press-release_IP-10-1626_es.htm"" target=""_blank"">http://europa.eu/rapid/press-release_IP-10-1626_es.htm</a> [9.5.2016]"
mandato temático;"Es el mandato que reciben los relatores especiales, expertos o grupos de trabajo denominados ""mecanismos temáticos"" en la jerga de la CDH; suele consistir en investigar un cuadro persistente de violación de determinados derechos (libertad de expresión y de opinión, p. ej.) o formas especialmente graves de violaciones de los derechos humanos (detenciones arbitrarias, p. ej.) e informar a la Comisión de Derechos Humanos en su siguiente periodo de sesiones. El mandato de los relatores y grupos de trabajo temáticos suele ser de tres años, y el de los relatores por países, de un año.";"&lt; <a href=""http://www.unhchr.ch/spanish/html/menu6/2/fs26_sp.htm"" target=""_blank"">http://www.unhchr.ch/spanish/html/menu6/2/fs26_sp.htm</a> &gt; (21-10-2003)"
Mesa de la Asamblea General;"Son sus cometidos:<br>a) recomendar si procede incluir un punto en el orden del día de la Asamblea General de las Naciones Unidas <a href=""/entry/result/791491/all"" id=""ENTRY_TO_ENTRY_CONVERTER"" target=""_blank"">IATE:791491</a> <br>b) sugerir si cada uno de los puntos deberá ser tratado por el pleno o por alguna de las comisiones principales <a href=""/entry/result/858092/all"" id=""ENTRY_TO_ENTRY_CONVERTER"" target=""_blank"">IATE:858092</a> <br>c) asistir al Presidente en la fijación del orden del día de cada reunión plenaria<br>d) coordinar la labor de las comisiones principales<br>e) revisar las resoluciones adoptadas por la Asamblea y mejorar su forma.<br>Cuenta con 29 miembros: el Presidente de la Asamblea, los 21 videpresidentes y el presidente de cada una de las comisiones principales.";"Naciones Unidas, UNTERM (base terminológica) <a href=""http://unterm.un.org/dgaacs/unterm.nsf/WebView/971B0502AB5B785D852569FA00004F4B?OpenDocument"" target=""_blank"">http://unterm.un.org/dgaacs/unterm.nsf/WebView/971B0502AB5B785D852569FA00004F4B?OpenDocument</a>"
Consejo de Administración Fiduciaria;"Uno de los seis órganos principales <a href=""/entry/result/933058/all"" id=""ENTRY_TO_ENTRY_CONVERTER"" target=""_blank"">IATE:933058</a> de las Naciones Unidas. Se creó para supervisar la administración de los 11 territorios fideicometidos <a href=""/entry/result/840798/all"" id=""ENTRY_TO_ENTRY_CONVERTER"" target=""_blank"">IATE:840798</a> y su progreso en la vía del autogobierno y la independencia. Está formado por los cinco miembros permanentes del Consejo de Seguridad. Actualmente, todos los territorios sometidos a su mandato han alcanzado el autogobierno o la independencia, por lo que carece de mandato activo.";"Naciones Unidas, UNTERM (base terminológica) <a href=""http://unterm.un.org/DGAACS/unterm.nsf/WebView/825A94608DBED8D0852571AA005FD7CA?OpenDocument"" target=""_blank"">http://unterm.un.org/DGAACS/unterm.nsf/WebView/825A94608DBED8D0852571AA005FD7CA?OpenDocument</a><br>Carta de las Naciones Unidas, capítulo XIII <a href=""http://www.un.org/es/documents/charter/chapter13.shtml"" target=""_blank"">http://www.un.org/es/documents/charter/chapter13.shtml</a>"
Declaración del Milenio;"Adoptada por los dirigentes mundiales en la Cumbre del Milenio <a href=""/entry/result/918198/all"" id=""ENTRY_TO_ENTRY_CONVERTER"" target=""_blank"">IATE:918198</a> de las Naciones Unidas, por medio de la Resolución 55/2 de la Asamblea General. Reitera los principios de la Carta de las Naciones Unidas <a href=""/entry/result/776763/all"" id=""ENTRY_TO_ENTRY_CONVERTER"" target=""_blank"">IATE:776763</a> , los fines de la Organización <a href=""/entry/result/787725/all"" id=""ENTRY_TO_ENTRY_CONVERTER"" target=""_blank"">IATE:787725</a> y el compromiso de sus Estados Miembros con los valores esenciales de libertad, igualdad, solidaridad, tolerancia, respeto de la naturaleza y responsabilidad común.";"Consejo-ES a partir de la <a href=""http://www.un.org/spanish/milenio/index.html"" target=""_blank"">información de las Naciones Unidas sobre la Asamblea del Milenio<time datetime=""20.1.2020""> (20.1.2020)</time></a>."
Año Internacional de la Cultura de la Paz;"""La celebración en el 2000 del Año Internacional de la Cultura de la Paz, tiene como objetivo principal promover los valores, actitudes y conductas que facilitan el que se encuentre una solución pacífica a los conflictos en todos los ordenes de la vida. [...] Una cultura de paz es un conjunto de valores, actitudes, tradiciones, comportamientos y estilos de vida basados en el respeto a la vida, a la soberanía, a los derechos humanos, a las libertades fundamentales, a la igualdad de derechos y oportunidades y a la libertad de expresión, opinión e información, así como el compromiso al arreglo pacífico de los conflictos, los esfuerzos por fomentar el desarrollo y proteger el medio ambiente y la adhesión a los principios de libertad, justicia, democracia, tolerancia, solidaridad, cooperación, pluralismo, diversidad cultural, diálogo y entendimiento a todos los niveles de la sociedad y entre las naciones.""";---
Escuela Superior del Personal del Sistema de las Naciones Unidas;Creada en 2002 como institución independiente de gestión del conocimiento, formación y aprendizaje para el personal de todo el sistema de las Naciones Unidas. La formación se centra en especial en el desarrollo económico y social, la paz y la seguridad y la gestión interna del sistema.;"Naciones Unidas, UNTERM (base terminológica) <a href=""http://unterm.un.org/dgaacs/unterm.nsf/WebView/56F6633F3F4DA10185256A1000557374?OpenDocument"" target=""_blank"">http://unterm.un.org/dgaacs/unterm.nsf/WebView/56F6633F3F4DA10185256A1000557374?OpenDocument</a><br>Naciones Unidas, Asamblea General: Resolución A/RES/55/278 (Estatuto de la Escuela) <a href=""http://www.un.org/Depts/dhl/spanish/resdecls/res55_3s.htm"" target=""_blank"">http://www.un.org/Depts/dhl/spanish/resdecls/res55_3s.htm</a>"
Comité de Alto Nivel sobre Programas;"Comité consultivo que se encarga de asesorar a la JJE <a href=""/entry/result/927469/all"" id=""ENTRY_TO_ENTRY_CONVERTER"" target=""_blank"">IATE:927469</a> sobre políticas, programas y cuestiones operativas en cuestiones que afectan a todo el sistema de las Naciones Unidas y de promover la cooperación y coordinación entre organismos.";"Naciones Unidas, UNTERM (base terminológica) <a href=""http://unterm.un.org/dgaacs/unterm.nsf/8fa942046ff7601c85256983007ca4d8/4e253648113eff49852569fa0000ff44?OpenDocument"" target=""_blank"">http://unterm.un.org/dgaacs/unterm.nsf/8fa942046ff7601c85256983007ca4d8/4e253648113eff49852569fa0000ff44?OpenDocument</a>"
programa de eliminación de minas;Expresiones genéricas utilizadas indistintamente en los documentos de la ONU.;---
comisiones principales de las Naciones Unidas;"La Asamblea General <a href=""/entry/result/791491/all"" id=""ENTRY_TO_ENTRY_CONVERTER"" target=""_blank"">IATE:791491</a> asigna la mayoría de las cuestiones de las que debe tratar a sus seis comisiones principales: Comisión de Desarme y Seguridad Internacional (Primera Comisión) <a href=""/entry/result/885408/all"" id=""ENTRY_TO_ENTRY_CONVERTER"" target=""_blank"">IATE:885408</a> ; Comisión de Asuntos Económicos y Financieros (Segunda Comisión) <a href=""/entry/result/891262/all"" id=""ENTRY_TO_ENTRY_CONVERTER"" target=""_blank"">IATE:891262</a> ; Comisión de Asuntos Sociales, Humanitarios y Culturales (Tercera Comisión) <a href=""/entry/result/889806/all"" id=""ENTRY_TO_ENTRY_CONVERTER"" target=""_blank"">IATE:889806</a> ; Comisión Política Especial y de Descolonización (Cuarta Comisión) <a href=""/entry/result/891263/all"" id=""ENTRY_TO_ENTRY_CONVERTER"" target=""_blank"">IATE:891263</a> ; Comisión de Asuntos Administrativos y de Presupuesto (Quinta Comisión) <a href=""/entry/result/891264/all"" id=""ENTRY_TO_ENTRY_CONVERTER"" target=""_blank"">IATE:891264</a> ; Comisión Jurídica (Sexta Comisión) <a href=""/entry/result/880372/all"" id=""ENTRY_TO_ENTRY_CONVERTER"" target=""_blank"">IATE:880372</a> .";"Naciones Unidas: 58.° período de sesiones de la Asamblea General - Antecedentes <a href=""http://www.un.org/spanish/aboutun/organs/ga/58/background.html"" target=""_blank"">http://www.un.org/spanish/aboutun/organs/ga/58/background.html</a>"
copatrocinio;En el contexto de las resoluciones de la ONU: respaldo irrestricto dado por uno más países al proyecto de texto presentado por otro.;Consejo-ES, basado en la entrada EN.
Comisión Internacional Independiente de Investigación;"Establecida por Resolución 1595 (de 7-4-2005) <a href=""http://www.un.org/spanish/docs/sc05/scrl05.htm"" target=""_blank"">http://www.un.org/spanish/docs/sc05/scrl05.htm</a> del Consejo de Seguridad de las Naciones Unidas tras el asesinato del ex Primer Ministro del Líbano Rafik Hariri, con el fin de ayudar ""a las autoridades del Líbano a investigar todos los aspectos de este acto terrorista e incluso a identificar a sus autores, patrocinadores, organizaciones y cómplices"".";"Naciones Unidas, Consejo de Seguridad: Carta dirigida por la Presidenta del Consejo de Seguridad al Secretario General (S/2005/318) <a href=""http://www.un.org/spanish/docs/lettrs05/lettrl05.htm"" target=""_blank"">http://www.un.org/spanish/docs/lettrs05/lettrl05.htm</a>"
Junta de Eficiencia;Instaurada por el Secretario General de la ONU en noviembre de 1995 para que le asesore en la aplicación del plan para fomentar la eficiencia (Comunicado de prensa GA/AB/3127).;---
período ordinario de sesiones de la Asamblea General de las Naciones Unidas;La Asamblea General se reúne cada año en período ordinario de sesiones, la parte principal es de septiembre a diciembre, y se reanudará en enero hasta que todos los temas de la agenda se aborden - que a menudo es sólo antes del inicio del próximo período de sesiones.El período ordinario de sesiones de la Asamblea General empieza cada año en martes, en la tercera semana de septiembre, a partir de la primera semana que contiene al menos un día de trabajo.;"Página web de las Naciones Unidas, <a href=""http://www.un.org/es/ga/sessions/"" target=""_blank"">http://www.un.org/es/ga/sessions/</a> [consultada el 30.7.2015]"
Declaración de Vancouver sobre los asentamientos humanos;"Adoptada por HABITAT (Conferencia de las Naciones Unidas sobre los Asentamientos Humanos) <a href=""/entry/result/787334/all"" id=""ENTRY_TO_ENTRY_CONVERTER"" target=""_blank"">IATE:787334</a> en su primera reunión de mayo-junio de 1976.";"Consejo-ES; véase Naciones Unidas, UNTERM (base terminológica) <a href=""http://unterm.un.org/dgaacs/unterm.nsf/WebView/94C086025C408FD5852569FA0000E1CC?OpenDocument"" target=""_blank"">http://unterm.un.org/dgaacs/unterm.nsf/WebView/94C086025C408FD5852569FA0000E1CC?OpenDocument</a> y <a href=""http://unterm.un.org/dgaacs/unterm.nsf/8fa942046ff7601c85256983007ca4d8/11624ee54f81cc63852569fa0000d960?OpenDocument"" target=""_blank"">http://unterm.un.org/dgaacs/unterm.nsf/8fa942046ff7601c85256983007ca4d8/11624ee54f81cc63852569fa0000d960?OpenDocument</a>"
Junta de los Jefes Ejecutivos del Sistema de las Nationes Unidas para la Coordinación;"Es el órgano que reúne a los jefes ejecutivos de todas las organizaciones, a fin de acrecentar la coordinación y cooperación sobre todas las cuestiones, tanto sustantivas como administrativas, que competen al sistema de las Naciones Unidas.<br>Veintisiete organizaciones del sistema de las Naciones Unidas, que incluyen fondos, programas y organismos especializados <a href=""/entry/result/759465/all"" id=""ENTRY_TO_ENTRY_CONVERTER"" target=""_blank"">IATE:759465</a> , así como la OMC <a href=""/entry/result/877866/all"" id=""ENTRY_TO_ENTRY_CONVERTER"" target=""_blank"">IATE:877866</a> y las instituciones de Bretton Woods <a href=""/entry/result/899477/all"" id=""ENTRY_TO_ENTRY_CONVERTER"" target=""_blank"">IATE:899477</a> son miembros de la JJE. La Junta celebra dos sesiones anuales, y está presidida por el Secretario General de las Naciones Unidas. Presenta informes anuales al Consejo Económico y Social <a href=""/entry/result/784342/all"" id=""ENTRY_TO_ENTRY_CONVERTER"" target=""_blank"">IATE:784342</a> .<br>Cuenta con el asesoramiento de tres comités: el Comité de Alto Nivel sobre Programas <a href=""/entry/result/927472/all"" id=""ENTRY_TO_ENTRY_CONVERTER"" target=""_blank"">IATE:927472</a> , el Comité de Alto Nivel sobre Gestión <a href=""/entry/result/927471/all"" id=""ENTRY_TO_ENTRY_CONVERTER"" target=""_blank"">IATE:927471</a> y el Grupo de las Naciones Unidas para el Desarrollo <a href=""/entry/result/909140/all"" id=""ENTRY_TO_ENTRY_CONVERTER"" target=""_blank"">IATE:909140</a> .";"Naciones Unidas, UNTERM (base terminológica) <a href=""http://unterm.un.org/dgaacs/unterm.nsf/WebView/95D08B13AB5381E585256A7900585E72?OpenDocument"" target=""_blank"">http://unterm.un.org/dgaacs/unterm.nsf/WebView/95D08B13AB5381E585256A7900585E72?OpenDocument</a>"
equipo especial de alto nivel sobre el ejercicio del derecho al desarrollo;Equipo especial creado por la Comisión de Derechos Humanos para que preste asistencia al Grupo de Trabajo sobre el Derecho al Desarrollo en el cumplimiento de su mandato.;"Comisión de Derechos Humanos, 62º período de sesiones, Informe del equipo especial de alto nivel sobre el ejercicio del derecho al desarrollo acerca de su segunda reunión, p. 3, doc. E/CN.4/2005/WG.18/TF/3 <a href=""http://daccessdds.un.org/doc/UNDOC/GEN/G05/166/37/PDF/G0516637.pdf?OpenElement"" target=""_blank"">http://daccessdds.un.org/doc/UNDOC/GEN/G05/166/37/PDF/G0516637.pdf?OpenElement</a>"
comisión orgánica;"Uno de los tipos de órganos subsidiarios <a href=""/entry/result/839186/all"" id=""ENTRY_TO_ENTRY_CONVERTER"" target=""_blank"">IATE:839186</a> del Consejo Económico y Social (Ecosoc) <a href=""/entry/result/784342/all"" id=""ENTRY_TO_ENTRY_CONVERTER"" target=""_blank"">IATE:784342</a> de las Naciones Unidas. Este cuenta con nueve comisiones orgánicas: Comisión de Estadística, Comisión de Población y Desarrollo Social, Comisión de Derechos Humanos, Comisión de la Condición Jurídica y Social de la Mujer, Comisión de Estupefacientes, Comisión de Prevención del Delito y Justicia Penal, Comisión de Ciencia y Tecnología para el Desarrollo, Comisión sobre el Desarrollo Sostenible.";"Naciones Unidas, UNTERM (base terminológica) <a href=""http://unterm.un.org/DGAACS/unterm.nsf/8fa942046ff7601c85256983007ca4d8/20a0886a3269cf8d852574fa005e3b31?OpenDocument"" target=""_blank"">http://unterm.un.org/DGAACS/unterm.nsf/8fa942046ff7601c85256983007ca4d8/20a0886a3269cf8d852574fa005e3b31?OpenDocument</a><br>Comité Económico y Social: Órganos subsidiarios <a href=""http://www.un.org/es/ecosoc/about/subsidiary.shtml"" target=""_blank"">http://www.un.org/es/ecosoc/about/subsidiary.shtml</a>"
